Customer Name,Employee Name,Route Name,State,Visit Day,acedns
CGTB0011,DNV0159,Bolangir,Odisha,,Y
CGTK0003,DNV0168,Ranchi,Jharkhand,,Y
CGTK0003,DNV0168,Ranchi-II,ROI,,Y
CGTK0003,DNV0168,Ranchi-I,ROI,,Y
CGTI0001,DNV0147,Gaya,Bihar,,Y
CGTI0001,DNV0180,Gaya,ROI,,Y
CGTM0016,,Imphal,ROI,,Y
CGTM0016,DNV0175,Imphal,Manipur,,Y
CGTM0016,DNV0190,Imphal,Manipur,,Y
CGTM0018,DNV0135,Bhubaneswar,Odisha,,Y
CGTM0018,DNV0161,Bhubaneswar,ROI,,Y
CNOM0029,DNV0144,Agartala,ROI,,Y
CGTN0011,DNV0186,Paschim Boragaon,Assam,,Y
CGTN0011,DNV0190,Paschim Boragaon,Assam,,Y
CGTN0011,DNV0195,Paschim Boragaon,Assam,,Y
CGTN0011,DNV0199,Paschim Boragaon,Assam,,Y
CGTN0011,,GUWAHATI,ROI,,Y
CGTN0011,DNV0149,GUWAHATI,Assam,,Y
CGTN0011,DNV0189,GUWAHATI,ROI,,Y
CGTN0011,DNV0190,GUWAHATI,ROI,,Y
CGTN0003,DNV0144,Agartala,Tripura,,Y
CGTN0003,DNV0190,Agartala,Tripura,,Y
CGTN0003,DNV0201,Agartala,Tripura,,Y
CGTO0002,DNV0177,Cuttack,Odisha,,Y
CGTR0006,DNV0135,Berhampur,Odisha,,Y
CGTR0006,DNV0181,Berhampur,ROI,,Y
CGTS0028,DNV0176,Dhanbad,Jharkhand,,Y
CWTR0001,DNV0159,Bolangir,Odisha,,N
CWTR0001,DNV0252,Bolangir,Odisha,,Y
CWTR0001,DNV0259,Bolangir,Odisha,,Y
CGTS0024,DNV0149,GUWAHATI,ROI,,Y
CGTS0024,DNV0167,GUWAHATI,Assam,,Y
CGTS0024,DNV0183,GUWAHATI,Assam,,Y
CGTB0012,DNV0162,Izol,Mizoram,,Y
CGTP0005,,Shillong,Meghalaya,,Y
CGTP0005,DNV0149,Shillong,Assam,,Y
CGTP0005,DNV0167,Shillong,Assam,,Y
CGTP0005,DNV0190,Shillong,ROI,,Y
CGTS0030,DNV0138,Krishnanagar,West Bengal,,Y
CGTG0007,DNV0061,Amarshi,West Bengal,,Y
CGTG0007,DNV0166,Amarshi,West Bengal,,Y
CGTG0007,DNV0219,Amarshi,West Bengal,,Y
CGTA0003,DNV0013,Siliguri,West Bengal,,Y
CGTA0003,DNV0136,Siliguri,West Bengal,,Y
CGTA0003,DNV0153,Siliguri,West Bengal,,Y
CGTS0014,DNV0017,Midnapore,West Bengal,,Y
CGTS0014,DNV0061,Midnapore,West Bengal,,Y
CGTS0014,DNV0109,Midnapore,West Bengal,,Y
CGTS0014,DNV0119,Midnapore,West Bengal,,Y
CGTS0014,DNV0120,Midnapore,West Bengal,,Y
CGTK0002,DNV0010,Bahrampur,West Bengal,,Y
CGTK0002,DNV0017,Bahrampur,West Bengal,,Y
CGTK0002,DNV0083,Bahrampur,West Bengal,,Y
CGTK0002,DNV0109,Bahrampur,West Bengal,,Y
CGTK0002,DNV0119,Bahrampur,West Bengal,,Y
CGTK0002,DNV0120,Bahrampur,West Bengal,,Y
CGTK0002,DNV0138,Bahrampur,West Bengal,,Y
CGTK0002,DNV0179,Bahrampur,West Bengal,,Y
SE002,DNV0147,Muzaffarpur,ROI,,Y
MSE001,DNV0147,Patna,Bihar,,Y
CGTB0005,DNV0010,Elahiganj,West Bengal,,Y
CGTB0005,DNV0017,Elahiganj,West Bengal,,Y
CGTB0005,DNV0083,Elahiganj,West Bengal,,Y
CGTB0005,DNV0109,Elahiganj,West Bengal,,Y
CGTB0005,DNV0119,Elahiganj,West Bengal,,Y
CGTB0005,DNV0120,Elahiganj,West Bengal,,Y
CGTB0005,DNV0138,Elahiganj,West Bengal,,Y
CGTB0005,DNV0179,Elahiganj,West Bengal,,Y
RANA01,DNV0138,Plassey,West Bengal,,Y
RANA01,DNV0179,Plassey,West Bengal,,Y
ROYET1,DNV0138,Bagula,West Bengal,,Y
SAHABR1,DNV0138,Krishnanagar - II,West Bengal,,Y
SENBR01,DNV0138,Krishnanagar,West Bengal,,Y
SUBDPE,DNV0138,Ranaghat,West Bengal,,Y
CNOS0022,DNV0017,C.K. Road,West Bengal,,Y
CNOS0022,DNV0083,C.K. Road,West Bengal,,Y
CNOS0022,DNV0109,C.K. Road,West Bengal,,Y
CNOS0022,DNV0119,C.K. Road,West Bengal,,Y
CNOS0022,DNV0120,C.K. Road,West Bengal,,Y
CNOS0022,DNV0178,C.K. Road,West Bengal,,N
CNOS0022,DNV0251,Gharbeta,West Bengal,,Y
BIE009,DNV0017,C.K.Town,West Bengal,,Y
BIE009,DNV0083,C.K.Town,West Bengal,,Y
BIE009,DNV0109,C.K.Town,West Bengal,,Y
BIE009,DNV0119,C.K.Town,West Bengal,,Y
BIE009,DNV0120,C.K.Town,West Bengal,,Y
BIE009,DNV0178,C.K.Town,West Bengal,,N
BIE009,DNV0251,C.K.Town,West Bengal,,Y
JAENT01,,KHAKURDA,West Bengal,,Y
JAENT01,DNV0120,KHAKURDA,West Bengal,,Y
JAENT01,DNV0163,KHAKURDA,West Bengal,,Y
JAENT01,DNV0226,KHAKURDA,West Bengal,,Y
SAKMED,DNV0120,KESHPUR,West Bengal,,Y
SAKMED,DNV0226,KESHPUR,West Bengal,,Y
SAE084,DNV0017,Ghatal,West Bengal,,Y
SAE084,DNV0083,Ghatal,West Bengal,,Y
SAE084,DNV0109,Ghatal,West Bengal,,Y
SAE084,DNV0119,Ghatal,West Bengal,,Y
SAE084,DNV0120,Ghatal,West Bengal,,Y
SAE084,DNV0178,Ghatal,West Bengal,,Y
SAE084,DNV0017,Goura,ROI,,Y
SAE084,DNV0083,Goura,ROI,,Y
SAE084,DNV0109,Goura,ROI,,Y
SAE084,DNV0119,Goura,ROI,,Y
SAE084,DNV0120,Goura,ROI,,Y
SAE084,DNV0178,Goura,ROI,,Y
SRE096,DNV0017,Labpur,ROI,,N
SRE096,DNV0083,Labpur,ROI,,N
SRE096,DNV0109,Labpur,ROI,,N
SRE096,DNV0119,Labpur,ROI,,N
SRE096,DNV0120,Labpur,ROI,,N
SRE096,DNV0178,Labpur,ROI,,N
SRE096,DNV0017,Garbeta,ROI,,N
SRE096,DNV0083,Garbeta,ROI,,N
SRE096,DNV0109,Garbeta,ROI,,N
SRE096,DNV0119,Garbeta,ROI,,N
SRE096,DNV0120,Garbeta,ROI,,N
SRE096,DNV0178,Garbeta,ROI,,N
SRE096,DNV0017,Gharbeta,West Bengal,,Y
SRE096,DNV0083,Gharbeta,West Bengal,,Y
SRE096,DNV0109,Gharbeta,West Bengal,,Y
SRE096,DNV0119,Gharbeta,West Bengal,,Y
SRE096,DNV0120,Gharbeta,West Bengal,,Y
SRE096,DNV0178,Gharbeta,West Bengal,,N
SRE096,DNV0251,Gharbeta,West Bengal,,Y
CGTJ0001,,Kharagpur,West Bengal,,Y
CGTJ0001,DNV0010,Kharagpur,West Bengal,,Y
CGTJ0001,DNV0017,Kharagpur,West Bengal,,Y
CGTJ0001,DNV0083,Kharagpur,West Bengal,,Y
CGTJ0001,DNV0109,Kharagpur,West Bengal,,Y
CGTJ0001,DNV0119,Kharagpur,West Bengal,,Y
CGTJ0001,DNV0120,Kharagpur,West Bengal,,Y
CGTJ0001,DNV0163,Kharagpur,West Bengal,,Y
ADVST01,DNV0017,Pirakata,West Bengal,,Y
ADVST01,DNV0083,Pirakata,West Bengal,,Y
ADVST01,DNV0109,Pirakata,West Bengal,,Y
ADVST01,DNV0119,Pirakata,West Bengal,,Y
ADVST01,DNV0120,Pirakata,West Bengal,,Y
ADVST01,DNV0163,Pirakata,West Bengal,,Y
ADVST01,DNV0226,Pirakata,West Bengal,,Y
AME005,DNV0017,Silda,West Bengal,,Y
AME005,DNV0061,Silda,West Bengal,,Y
AME005,DNV0083,Silda,West Bengal,,Y
AME005,DNV0109,Silda,West Bengal,,Y
AME005,DNV0119,Silda,West Bengal,,Y
AME005,DNV0120,Silda,West Bengal,,Y
AME005,DNV0213,Silda,West Bengal,,Y
AME005,DNV0017,Belpahari,West Bengal,,Y
AME005,DNV0109,Belpahari,West Bengal,,Y
AME005,DNV0119,Belpahari,West Bengal,,Y
AME005,DNV0213,Belpahari,West Bengal,,Y
SUTRA01,DNV0017,Belda,West Bengal,,Y
SUTRA01,DNV0083,Belda,West Bengal,,Y
SUTRA01,DNV0109,Belda,West Bengal,,Y
SUTRA01,DNV0119,Belda,West Bengal,,Y
SUTRA01,DNV0120,Belda,West Bengal,,Y
SUTRA01,DNV0163,Belda,West Bengal,,Y
MSE002,DNV0120,Khirpai,West Bengal,,Y
MAE049,DNV0017,Jhargram,West Bengal,,Y
MAE049,DNV0061,Jhargram,West Bengal,,Y
MAE049,DNV0083,Jhargram,West Bengal,,Y
MAE049,DNV0109,Jhargram,West Bengal,,Y
MAE049,DNV0119,Jhargram,West Bengal,,Y
MAE049,DNV0120,Jhargram,West Bengal,,Y
MAE049,DNV0213,Jhargram,West Bengal,,Y
MAE049,DNV0242,Jhargram,West Bengal,,Y
MATENT2,DNV0120,Dujipur,West Bengal,,Y
MAM053,DNV0017,Keshiyari,ROI,,Y
MAM053,DNV0083,Keshiyari,ROI,,Y
MAM053,DNV0109,Keshiyari,ROI,,Y
MAM053,DNV0119,Keshiyari,ROI,,Y
MAM053,DNV0120,Keshiyari,ROI,,Y
MAM053,DNV0017,Keshary,West Bengal,,Y
MAM053,DNV0061,Keshary,West Bengal,,Y
MAM053,DNV0083,Keshary,West Bengal,,Y
MAM053,DNV0109,Keshary,West Bengal,,Y
MAM053,DNV0119,Keshary,West Bengal,,Y
MAM053,DNV0120,Keshary,West Bengal,,Y
MAM053,DNV0213,Keshary,West Bengal,,Y
SAE081,DNV0083,Labpur,ROI,,Y
SAE081,DNV0017,Goura,West Bengal,,Y
SAE081,DNV0083,Goura,West Bengal,,Y
SAE081,DNV0109,Goura,West Bengal,,Y
SAE081,DNV0119,Goura,West Bengal,,Y
SAE081,DNV0120,Goura,West Bengal,,Y
SHKT01,DNV0017,Midnapore,West Bengal,,Y
SHKT01,DNV0083,Midnapore,West Bengal,,Y
SHKT01,DNV0109,Midnapore,West Bengal,,Y
SHKT01,DNV0119,Midnapore,West Bengal,,Y
SHKT01,DNV0120,Midnapore,West Bengal,,Y
SHKT01,DNV0163,Midnapore,West Bengal,,Y
SHKT01,DNV0120,Belda,ROI,,Y
SIDHE01,DNV0017,Kolaghat,West Bengal,,Y
SIDHE01,DNV0083,Kolaghat,West Bengal,,Y
SIDHE01,DNV0109,Kolaghat,West Bengal,,Y
SIDHE01,DNV0119,Kolaghat,West Bengal,,Y
SIDHE01,DNV0120,Kolaghat,West Bengal,,Y
SUB101,DNV0017,Military Road,West Bengal,,Y
SUB101,DNV0061,Military Road,West Bengal,,Y
SUB101,DNV0083,Military Road,West Bengal,,Y
SUB101,DNV0109,Military Road,West Bengal,,Y
SUB101,DNV0119,Military Road,West Bengal,,Y
SUB101,DNV0120,Military Road,West Bengal,,Y
NEHATRD1,DNV0109,RANISAI,West Bengal,,Y
SONVR,,Amarshi,West Bengal,,Y
SONVR,DNV0061,Amarshi,West Bengal,,N
SONVR,DNV0109,Amarshi,West Bengal,,Y
SONVR,DNV0166,Amarshi,West Bengal,,N
SONVR,DNV0193,Amarshi,West Bengal,,N
SONVR,DNV0214,Amarshi,West Bengal,,N
SONVR,DNV0224,Amarshi,West Bengal,,N
SONVR,,Amarshi,West Bengal,,N
SONVR,DNV0258,Amarshi,West Bengal,,Y
STPENT,,Balighai,West Bengal,,Y
STPENT,DNV0061,Balighai,West Bengal,,Y
STPENT,DNV0109,Balighai,West Bengal,,Y
STPENT,DNV0166,Balighai,West Bengal,,Y
STPENT,DNV0193,Balighai,West Bengal,,Y
STPENT,DNV0214,Balighai,West Bengal,,Y
STPENT,DNV0224,Balighai,West Bengal,,Y
SVMTRD1,DNV0061,BAHIRE,West Bengal,,Y
SVMTRD1,DNV0109,BAHIRE,West Bengal,,Y
SVMTRD1,DNV0166,BAHIRE,West Bengal,,Y
CNOM0013,DNV0109,Bhagwanpur,ROI,,Y
CNOM0013,DNV0017,Bhagabanpur,West Bengal,,Y
CNOM0013,DNV0083,Bhagabanpur,West Bengal,,Y
CNOM0013,DNV0109,Bhagabanpur,West Bengal,,Y
CNOM0013,DNV0119,Bhagabanpur,West Bengal,,Y
CNOM0013,DNV0120,Bhagabanpur,West Bengal,,Y
MAIT01,DNV0017,Madhakhali,West Bengal,,Y
MAIT01,DNV0083,Madhakhali,West Bengal,,Y
MAIT01,DNV0109,Madhakhali,West Bengal,,Y
MAIT01,DNV0119,Madhakhali,West Bengal,,Y
MAIT01,DNV0120,Madhakhali,West Bengal,,Y
MOE056,DNV0052,BANERJEE PARA TO KEORAPUKUR BAZAR.,ROI,,Y
MOE056,DNV0109,Contai(KGP By pass),ROI,,Y
MOE056,DNV0052,JADUNATH UKIL ROAD TO KUDGHAT.,ROI,,Y
MOE056,DNV0052,HARIDEBPUR PUR TO 41PALLY.,ROI,,Y
MOE056,DNV0052,AJOY SANGHOTI TO MOTILALGUPTA   ROAD.,ROI,,Y
MOE056,DNV0052,NASKAR PARA.,ROI,,Y
MOE056,DNV0052,KUDGHAT TO CHANDIGHOSH ROAD.,ROI,,Y
MOE056,DNV0017,Contai,West Bengal,,Y
MOE056,DNV0052,Contai,West Bengal,,Y
MOE056,DNV0083,Contai,West Bengal,,Y
MOE056,DNV0109,Contai,West Bengal,,Y
MOE056,DNV0119,Contai,West Bengal,,Y
MOE056,DNV0120,Contai,West Bengal,,Y
MOE056,DNV0214,Contai,West Bengal,,Y
PRD069,DNV0017,Ramnagar,West Bengal,,Y
PRD069,DNV0083,Ramnagar,West Bengal,,Y
PRD069,DNV0109,Ramnagar,West Bengal,,Y
PRD069,DNV0119,Ramnagar,West Bengal,,Y
PRD069,DNV0120,Ramnagar,West Bengal,,Y
CGTS0013,DNV0013,KALIMPONG,ROI,,Y
CGTS0013,DNV0013,Kalinpong,West Bengal,,Y
CGTS0013,DNV0130,Kalinpong,West Bengal,,Y
CGTS0013,DNV0206,Kalinpong,West Bengal,,Y
CGTP0002,DNV0153,Mathabhanga,West Bengal,,Y
CGTP0002,DNV0225,Mathabhanga,West Bengal,,Y
CGTP0001,DNV0001,Jaigaon,ROI,,Y
CGTP0001,DNV0153,Jaigaon,West Bengal,,Y
CGTP0001,DNV0225,Jaigaon,West Bengal,,Y
CGTM0007,DNV0153,Alipurduar,West Bengal,,Y
CGTM0007,DNV0225,Alipurduar,West Bengal,,Y
CGTD0011,DNV0153,Baxirhat,West Bengal,,Y
CGTD0011,DNV0225,Baxirhat,West Bengal,,Y
CGTB0006,DNV0052,ALIPURDUAR JN,ROI,,Y
CGTB0006,DNV0153,Kumargram,West Bengal,,Y
CGTB0006,DNV0225,Kumargram,West Bengal,,Y
