DNS Emp Code,Employee Name,Branch,Vertical value,Reporting to,Email,Phone no,Sale access,Designation,HQ,State,Zone,acedns,District
B1FAE2F8-36A0-4D6C-ABDB-E7BF68DC1D14,DEL-DELHI,DLI,,,,,,,,,,Y,
30A892E5-A754-4D12-83B5-FC3FA9E33C60,DFA SHAHJAHANPUR,,,,,,,,,,,Y,
875D9065-D3A4-4838-8617-CB799B90C990,DGP-ASANSOL,ASN,,,,,,,,,,Y,
D986596B-5E30-4FAB-A00F-C3976839F73A,DGP-BANKURA,BNK,,,,,,,,,,Y,
5F584039-AC2F-4288-8638-816C834BEFE9,DGP-BISHNUPUR,BSP,,,,,,,,,,Y,
03C9BCB0-99CA-436F-B604-379C632544E8,DGP-BURDWAN,BRD,,,,,,,,,,Y,
BDD3D018-F800-4C03-9007-986EA9AE12EE,DGP-DURGAPUR,DGP,,,,,,,,,,Y,
9A69C5BD-3878-4380-8826-0E2264FAF43C,DGP-JHARIA,JHJ,,,,,,,,,,Y,
7C686F24-1D7F-4FDA-8FD7-3696591195B5,DGP-MEMARI,MMR,,,,,,,,,,Y,
3D2C8105-831B-4BFF-ADD3-BE4D78F16759,DGP-PURULIA,PRL,,,,,,,,,,Y,
60B025A1-563E-4EC0-BA24-3C17DFA6E67B,DGP-SATGACHIA,STG,,,,,,,,,,Y,
1085EFC1-8E24-4E1B-9A50-644E57494DF9,DGP-SATGACHIA RETAIL OUTLET,STR,,,,,,,,,,Y,
E42354E2-9164-4B19-9CB9-2A8B1915E919,DGP-WARIA,WRA,,,,,,,,,,Y,
D61A6C04-7AB7-42C6-88EE-266C3744855B,FZD-AKBERPUR,ABP,,,,,,,,,,Y,
EAE9B23A-9FB6-444D-8B4B-015C54CD4881,FZD-BABHNAN,BBN,,,,,,,,,,Y,
83984BD8-A956-42B9-8BB5-DF76E82CD054,FZD-BAHRAICH,BRH,,,,,,,,,,Y,
64F9304E-7DB7-4A39-8E75-D729B978C315,FZD-BALRAMPUR,BLP,,,,,,,,,,Y,
7BEDBCAA-CE71-4FF5-B757-6D7A7D952507,FZD-BANSI,BNS,,,,,,,,,,Y,
A41A8A3B-EA80-47DB-94F4-002A0E7ABDE4,FZD-BASTI,BST,,,,,,,,,,Y,
82A176AD-F337-42F3-8440-1EC96FB4A850,FZD-BHINGA,BHG,,,,,,,,,,Y,
A13B9ECF-A031-4608-9BC0-8C93FA7C930D,FZD-DUMARIAGANJ,DMG,,,,,,,,,,Y,
A8CD478E-C253-4C65-B892-1E8845481310,FZD-FAIZABAD,FZA,,,,,,,,,,Y,
24408D13-934D-42F8-97D7-B0379D8AD85A,FZD-FAIZABAD REGIONAL OFFICE,FZD,,,,,,,,,,Y,
AF24118F-7980-4774-9D62-ABB496AC4958,FZD-FAIZABAD RETAIL OUTLET,FZR,,,,,,,,,,Y,
AEBE1BF5-2F31-43E8-AA11-119708E46FF9,FZD-GANDHINAGAR RETAIL OUTLET,GNR,,,,,,,,,,Y,
23C9B860-FB59-420F-B235-F808523739CE,FZD-GONDA,GND,,,,,,,,,,Y,
70E443B2-CF15-4BAF-B28E-F9D09C91E364,FZD-GORAKHPUR,GKP,,,,,,,,,,Y,
8D500AC9-53F4-44E7-847C-9707B52E57E8,FZD-GOSAIGANJ,FGS,,,,,,,,,,Y,
97042321-308D-4F35-9FB8-7DB3E7E3F873,FZD-KASIA,KSA,,,,,,,,,,Y,
0068FB82-28BF-448A-8840-BDDC680A7928,FZD-KHALILABAD,KLD,,,,,,,,,,Y,
3E8C1383-1A41-4069-8676-C5406A3F56D5,FZD-MAHARAJGANJ,MHG,,,,,,,,,,Y,
88351AD7-CA2C-4560-8AF8-F64CE948C42C,FZD-NANPARA,NNP,,,,,,,,,,Y,
7B72DCC1-E3BF-4A47-ADA9-E024728118A4,FZD-PADROUNA,PDR,,,,,,,,,,Y,
CE1CF855-1148-4761-B668-74D79F218D4D,FZD-PAYAGPUR,PYP,,,,,,,,,,Y,
234BAB86-7B68-48E0-AB86-0C7926A00314,FZD-RAGARGANJ,RGR,,,,,,,,,,Y,
5CBF468D-90FF-4A53-85A6-0439E522B552,FZD-TANDA,TND,,,,,,,,,,Y,
3E3359E1-4972-410C-8709-DB0DEBA7D05B,FZD-TULSIPUR,TLP,,,,,,,,,,Y,
23357712-DC8F-4461-A9CB-ECE6850BE975,HO-HEAD OFFICE,HO,,,,,,,,,,Y,
98AF0A38-E2C0-44DB-917E-46640B59309C,LCL-NARKELDANGA,NRL,,,,,,,,,,Y,
